"skjemanavn";"navn_i_rapporteket";"ledetekst";"obligatorisk";"type";"listeverdier";"listetekst";"normalintervall_start_numerisk";"normalintervall_slutt_numerisk";"maksintervall_start_numerisk";"maksintervall_slutt_numerisk";"normalintervall_start_dato";"normalintervall_slutt_dato";"maksintervall_start_dato";"maksintervall_slutt_dato";"antall_tegn";"lovlige_tegn";"desimaler";"aktiveringsspoersmaal";"underspoersmaal";"innfoert_dato";"utfaset_dato";"tabell";"fysisk_feltnavn";"kommentar";"variabel_id";"hjelpetekst"
"Medisinske opplysninger";;"Bruker du eller har brukt noen av følgende medisinene for din Hidradenitis Suppurativa?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"MEDICATION_HISTORY_HS";;"REGISTRATION_MEDICATION_HISTORY_HS";"Bruker du eller har brukt noen av følgende medisinene for din Hidradenitis Suppurativa?"
"Medisinske opplysninger";;"Antibiotika som tablett eller injeksjon?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIBIOTIC";;"REGISTRATION_MEDICATION_HISTORY_ANTIBIOTIC";"Antibiotika som tablett eller injeksjon?"
"Medisinske opplysninger";;"Antibiotika som tablett eller injeksjon?";"Ja";"Listevariabel";1;"Ja, mer enn 3 mnd";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIBIOTIC";;"REGISTRATION_MEDICATION_HISTORY_ANTIBIOTIC";"Antibiotika som tablett eller injeksjon?"
"Medisinske opplysninger";;"Antibiotika som tablett eller injeksjon?";"Ja";"Listevariabel";2;"Ja, mindre enn 3 mnd";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIBIOTIC";;"REGISTRATION_MEDICATION_HISTORY_ANTIBIOTIC";"Antibiotika som tablett eller injeksjon?"
"Medisinske opplysninger";;"Antibiotika som tablett eller injeksjon?";"Ja";"Listevariabel";3;"Ja, siste 2 uker";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIBIOTIC";;"REGISTRATION_MEDICATION_HISTORY_ANTIBIOTIC";"Antibiotika som tablett eller injeksjon?"
"Medisinske opplysninger";;"Antibiotika som tablett eller injeksjon?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIBIOTIC";;"REGISTRATION_MEDICATION_HISTORY_ANTIBIOTIC";"Antibiotika som tablett eller injeksjon?"
"Medisinske opplysninger";;"Isotretinoin kapsler?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ISOTETRINOIN";;"REGISTRATION_MEDICATION_HISTORY_ISOTETRINOIN";"Isotretinoin kapsler?"
"Medisinske opplysninger";;"Isotretinoin kapsler?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ISOTETRINOIN";;"REGISTRATION_MEDICATION_HISTORY_ISOTETRINOIN";"Isotretinoin kapsler?"
"Medisinske opplysninger";;"Isotretinoin kapsler?";"Ja";"Listevariabel";2;"Ja, siste 3 mnd";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ISOTETRINOIN";;"REGISTRATION_MEDICATION_HISTORY_ISOTETRINOIN";"Isotretinoin kapsler?"
"Medisinske opplysninger";;"Isotretinoin kapsler?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ISOTETRINOIN";;"REGISTRATION_MEDICATION_HISTORY_ISOTETRINOIN";"Isotretinoin kapsler?"
"Medisinske opplysninger";;"Acitretin kapsler?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ACITRETIN";;"REGISTRATION_MEDICATION_HISTORY_ACITRETIN";"Acitretin kapsler?"
"Medisinske opplysninger";;"Acitretin kapsler?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ACITRETIN";;"REGISTRATION_MEDICATION_HISTORY_ACITRETIN";"Acitretin kapsler?"
"Medisinske opplysninger";;"Acitretin kapsler?";"Ja";"Listevariabel";2;"Ja, siste 3 mnd";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ACITRETIN";;"REGISTRATION_MEDICATION_HISTORY_ACITRETIN";"Acitretin kapsler?"
"Medisinske opplysninger";;"Acitretin kapsler?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ACITRETIN";;"REGISTRATION_MEDICATION_HISTORY_ACITRETIN";"Acitretin kapsler?"
"Medisinske opplysninger";;"Metformin?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_METFORMIN";;"REGISTRATION_MEDICATION_HISTORY_METFORMIN";"Metformin?"
"Medisinske opplysninger";;"Metformin?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_METFORMIN";;"REGISTRATION_MEDICATION_HISTORY_METFORMIN";"Metformin?"
"Medisinske opplysninger";;"Metformin?";"Ja";"Listevariabel";2;"Ja, siste 3 mnd";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_METFORMIN";;"REGISTRATION_MEDICATION_HISTORY_METFORMIN";"Metformin?"
"Medisinske opplysninger";;"Metformin?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_METFORMIN";;"REGISTRATION_MEDICATION_HISTORY_METFORMIN";"Metformin?"
"Medisinske opplysninger";;"Annen antiinflammatorisk tablettbehandling slik som Dapson, Ciklosporin (Sandimmun), Azathioprin (Imurel), Methorexate eller Prednisolon?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIINFLAMMATORY";;"REGISTRATION_MEDICATION_HISTORY_ANTIINFLAMMATORY";"Annen antiinflammatorisk tablettbehandling slik som Dapson, Ciklosporin (Sandimmun), Azathioprin (Imurel), Methorexate eller Prednisolon?"
"Medisinske opplysninger";;"Annen antiinflammatorisk tablettbehandling slik som Dapson, Ciklosporin (Sandimmun), Azathioprin (Imurel), Methorexate eller Prednisolon?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIINFLAMMATORY";;"REGISTRATION_MEDICATION_HISTORY_ANTIINFLAMMATORY";"Annen antiinflammatorisk tablettbehandling slik som Dapson, Ciklosporin (Sandimmun), Azathioprin (Imurel), Methorexate eller Prednisolon?"
"Medisinske opplysninger";;"Annen antiinflammatorisk tablettbehandling slik som Dapson, Ciklosporin (Sandimmun), Azathioprin (Imurel), Methorexate eller Prednisolon?";"Ja";"Listevariabel";2;"Ja, siste 3 mnd";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIINFLAMMATORY";;"REGISTRATION_MEDICATION_HISTORY_ANTIINFLAMMATORY";"Annen antiinflammatorisk tablettbehandling slik som Dapson, Ciklosporin (Sandimmun), Azathioprin (Imurel), Methorexate eller Prednisolon?"
"Medisinske opplysninger";;"Annen antiinflammatorisk tablettbehandling slik som Dapson, Ciklosporin (Sandimmun), Azathioprin (Imurel), Methorexate eller Prednisolon?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIINFLAMMATORY";;"REGISTRATION_MEDICATION_HISTORY_ANTIINFLAMMATORY";"Annen antiinflammatorisk tablettbehandling slik som Dapson, Ciklosporin (Sandimmun), Azathioprin (Imurel), Methorexate eller Prednisolon?"
"Medisinske opplysninger";;"Biologisk behandling slik som Infliksimab (Remicade, Remsima), Adalimumab (Humira)?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_BIO_TREATMENT";;"REGISTRATION_MEDICATION_HISTORY_BIO_TREATMENT";"Biologisk behandling slik som Infliksimab (Remicade, Remsima), Adalimumab (Humira)?"
"Medisinske opplysninger";;"Biologisk behandling slik som Infliksimab (Remicade, Remsima), Adalimumab (Humira)?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_BIO_TREATMENT";;"REGISTRATION_MEDICATION_HISTORY_BIO_TREATMENT";"Biologisk behandling slik som Infliksimab (Remicade, Remsima), Adalimumab (Humira)?"
"Medisinske opplysninger";;"Biologisk behandling slik som Infliksimab (Remicade, Remsima), Adalimumab (Humira)?";"Ja";"Listevariabel";2;"Ja, siste 3 mnd";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_BIO_TREATMENT";;"REGISTRATION_MEDICATION_HISTORY_BIO_TREATMENT";"Biologisk behandling slik som Infliksimab (Remicade, Remsima), Adalimumab (Humira)?"
"Medisinske opplysninger";;"Biologisk behandling slik som Infliksimab (Remicade, Remsima), Adalimumab (Humira)?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_BIO_TREATMENT";;"REGISTRATION_MEDICATION_HISTORY_BIO_TREATMENT";"Biologisk behandling slik som Infliksimab (Remicade, Remsima), Adalimumab (Humira)?"
"Medisinske opplysninger";;"P-piller eller annen hormonbehandling (Minipiller/P-stav/P-sprøyte)?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_THE_PILL";;"REGISTRATION_MEDICATION_HISTORY_THE_PILL";"P-piller eller annen hormonbehandling(Minipiller/P-stav/P-sprøyte)?"
"Medisinske opplysninger";;"P-piller eller annen hormonbehandling (Minipiller/P-stav/P-sprøyte)?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_THE_PILL";;"REGISTRATION_MEDICATION_HISTORY_THE_PILL";"P-piller eller annen hormonbehandling(Minipiller/P-stav/P-sprøyte)?"
"Medisinske opplysninger";;"P-piller eller annen hormonbehandling (Minipiller/P-stav/P-sprøyte)?";"Ja";"Listevariabel";2;"Ja, siste 3 mnd";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_THE_PILL";;"REGISTRATION_MEDICATION_HISTORY_THE_PILL";"P-piller eller annen hormonbehandling(Minipiller/P-stav/P-sprøyte)?"
"Medisinske opplysninger";;"P-piller eller annen hormonbehandling (Minipiller/P-stav/P-sprøyte)?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_THE_PILL";;"REGISTRATION_MEDICATION_HISTORY_THE_PILL";"P-piller eller annen hormonbehandling(Minipiller/P-stav/P-sprøyte)?"
"Medisinske opplysninger";;"Antidepressiva, Litium eller Antipsykotika?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIDEPRESSANTS";;"REGISTRATION_MEDICATION_HISTORY_ANTIDEPRESSANTS";"Antidepressiva, Litium eller Antipsykotika?"
"Medisinske opplysninger";;"Antidepressiva, Litium eller Antipsykotika?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIDEPRESSANTS";;"REGISTRATION_MEDICATION_HISTORY_ANTIDEPRESSANTS";"Antidepressiva, Litium eller Antipsykotika?"
"Medisinske opplysninger";;"Antidepressiva, Litium eller Antipsykotika?";"Ja";"Listevariabel";2;"Ja, siste 3 mnd";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIDEPRESSANTS";;"REGISTRATION_MEDICATION_HISTORY_ANTIDEPRESSANTS";"Antidepressiva, Litium eller Antipsykotika?"
"Medisinske opplysninger";;"Antidepressiva, Litium eller Antipsykotika?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"MEDICATION_HISTORY_ANTIDEPRESSANTS";;"REGISTRATION_MEDICATION_HISTORY_ANTIDEPRESSANTS";"Antidepressiva, Litium eller Antipsykotika?"
"Medisinske opplysninger";;"Familiesykdom?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"FAMILY_ILLNES";;"REGISTRATION_FAMILY_ILLNES";"Finnes det andre blodslektninger (far, mor, søsken, barn) med HS?"
"Medisinske opplysninger";;"Familiesykdom?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"FAMILY_ILLNES";;"REGISTRATION_FAMILY_ILLNES";"Finnes det andre blodslektninger (far, mor, søsken, barn) med HS?"
"Medisinske opplysninger";;"Familiesykdom?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"FAMILY_ILLNES";;"REGISTRATION_FAMILY_ILLNES";"Finnes det andre blodslektninger (far, mor, søsken, barn) med HS?"
"Medisinske opplysninger";;"Far";"Nei";"Avkrysningsboks";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"FAMILY_TYPE_ILLNES_FATHER";;"REGISTRATION_FAMILY_TYPE_ILLNES_FATHER";"Velg blodslektning som kan ha samme HS sykdom som du"
"Medisinske opplysninger";;"Mor";"Nei";"Avkrysningsboks";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"FAMILY_TYPE_ILLNES_MOTHER";;"REGISTRATION_FAMILY_TYPE_ILLNES_MOTHER";"Velg blodslektning som kan ha samme HS sykdom som du"
"Medisinske opplysninger";;"Søsken";"Nei";"Avkrysningsboks";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"FAMILY_TYPE_ILLNES_SIBLINGS";;"REGISTRATION_FAMILY_TYPE_ILLNES_SIBLINGS";"Velg blodslektning som kan ha samme HS sykdom som du"
"Medisinske opplysninger";;"Barn";"Nei";"Avkrysningsboks";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"FAMILY_TYPE_ILLNES_CHILDREN";;"REGISTRATION_FAMILY_TYPE_ILLNES_CHILDREN";"Velg blodslektning som kan ha samme HS sykdom som du"
"Medisinske opplysninger";;"Annen";"Nei";"Avkrysningsboks";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"FAMILY_TYPE_ILLNES_OTHER";;"REGISTRATION_FAMILY_TYPE_ILLNES_OTHER";"Velg blodslektning som kan ha samme HS sykdom som du"
"Medisinske opplysninger";;"Vet ikke";"Nei";"Avkrysningsboks";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"FAMILY_TYPE_ILLNES_UNKNOWN";;"REGISTRATION_FAMILY_TYPE_ILLNES_UNKNOWN";"Velg blodslektning som kan ha samme HS sykdom som du"
"Medisinske opplysninger";;"Har du eller har du hatt alvorlig akne?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ACNE";;"REGISTRATION_ACNE";"Har du vært plaget av alvorlig akne (kviser)?"
"Medisinske opplysninger";;"Har du eller har du hatt alvorlig akne?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ACNE";;"REGISTRATION_ACNE";"Har du vært plaget av alvorlig akne (kviser)?"
"Medisinske opplysninger";;"Har du eller har du hatt alvorlig akne?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ACNE";;"REGISTRATION_ACNE";"Har du vært plaget av alvorlig akne (kviser)?"
"Medisinske opplysninger";;"Har du eller har du hatt annen hudsykdom ut over 3 mnd?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"SKINDISEASES";;"REGISTRATION_SKINDISEASES";"Har du hatt annen inflammatorisk hudsykdom ut over 3 måneder? (for eksempel psoriasis, eksem)"
"Medisinske opplysninger";;"Har du eller har du hatt annen hudsykdom ut over 3 mnd?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"SKINDISEASES";;"REGISTRATION_SKINDISEASES";"Har du hatt annen inflammatorisk hudsykdom ut over 3 måneder? (for eksempel psoriasis, eksem)"
"Medisinske opplysninger";;"Har du eller har du hatt annen hudsykdom ut over 3 mnd?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"SKINDISEASES";;"REGISTRATION_SKINDISEASES";"Har du hatt annen inflammatorisk hudsykdom ut over 3 måneder? (for eksempel psoriasis, eksem)"
"Medisinske opplysninger";;"Hvilken type?";"Ja";"Listevariabel";1;"Psoriasis";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"SKINDISEASES_TYPE";;"REGISTRATION_SKINDISEASES_TYPE";"Velg type?"
"Medisinske opplysninger";;"Hvilken type?";"Ja";"Listevariabel";2;"Atopisk eksem";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"SKINDISEASES_TYPE";;"REGISTRATION_SKINDISEASES_TYPE";"Velg type?"
"Medisinske opplysninger";;"Hvilken type?";"Ja";"Listevariabel";3;"Rosacea";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"SKINDISEASES_TYPE";;"REGISTRATION_SKINDISEASES_TYPE";"Velg type?"
"Medisinske opplysninger";;"Hvilken type?";"Ja";"Listevariabel";4;"Annet";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"SKINDISEASES_TYPE";;"REGISTRATION_SKINDISEASES_TYPE";"Velg type?"
"Medisinske opplysninger";;"Har du blitt behandlet for pilinoidal sinus/tvilling?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"PILONIDAL";;"REGISTRATION_PILONIDAL";"Har du blitt behandlet for pilinoidal sinus/tvilling?"
"Medisinske opplysninger";;"Har du blitt behandlet for pilinoidal sinus/tvilling?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"PILONIDAL";;"REGISTRATION_PILONIDAL";"Har du blitt behandlet for pilinoidal sinus/tvilling?"
"Medisinske opplysninger";;"Har du blitt behandlet for pilinoidal sinus/tvilling?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"PILONIDAL";;"REGISTRATION_PILONIDAL";"Har du blitt behandlet for pilinoidal sinus/tvilling?"
"Medisinske opplysninger";;"Har du revmatisk leddsykdom?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"RHEUMATIC_DISORDER";;"REGISTRATION_RHEUMATIC_DISORDER";"Har du revmatisk leddsykdom?"
"Medisinske opplysninger";;"Har du revmatisk leddsykdom?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"RHEUMATIC_DISORDER";;"REGISTRATION_RHEUMATIC_DISORDER";"Har du revmatisk leddsykdom?"
"Medisinske opplysninger";;"Har du revmatisk leddsykdom?";"Ja";"Listevariabel";9;"Vet ikke";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"RHEUMATIC_DISORDER";;"REGISTRATION_RHEUMATIC_DISORDER";"Har du revmatisk leddsykdom?"
"Medisinske opplysninger";;"Hvilken?";"Ja";"Listevariabel";1;"Revmatoid artritt";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"RHEUMATIC_DISORDER_TYPE";;"REGISTRATION_RHEUMATIC_DISORDER_TYPE";"Hvilken?"
"Medisinske opplysninger";;"Hvilken?";"Ja";"Listevariabel";2;"Psoriasis artritt";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"RHEUMATIC_DISORDER_TYPE";;"REGISTRATION_RHEUMATIC_DISORDER_TYPE";"Hvilken?"
